origin,destination,origin_latitude,origin_longitude,destination_latitude,destination_longitude,ticket
MTY,MEX,25.7785,-100.107,19.4363,-99.0721,CV4314
MTY,MEX,25.7785,-100.107,19.4363,-99.0721,CQ4909
MTY,MEX,25.7785,-100.107,19.4363,-99.0721,CD8003
MTY,MEX,25.7785,-100.107,19.4363,-99.0721,OR3346
MEX,MTY,19.4363,-99.0721,25.7785,-100.107,ZW0465
MEX,MTY,19.4363,-99.0721,25.7785,-100.107,KW2654
MEX,MTY,19.4363,-99.0721,25.7785,-100.107,JJ1835
MTY,MEX,25.7785,-100.107,19.4363,-99.0721,XM9256
MTY,MEX,25.7785,-100.107,19.4363,-99.0721,ZB7034
MTY,MEX,25.7785,-100.107,19.4363,-99.0721,OA8117
MTY,MEX,25.7785,-100.107,19.4363,-99.0721,LL7437
MTY,MEX,25.7785,-100.107,19.4363,-99.0721,TH8159
MEX,MTY,19.4363,-99.0721,25.7785,-100.107,KZ7193
MEX,MTY,19.4363,-99.0721,25.7785,-100.107,OT6207
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,NP2945
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,UW5022
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,YG0369
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,NY5752
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,DP5862
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,TD6286
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,EQ4333
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,YD4815
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,BZ3253
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,WR3144
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,JS7392
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,QF6298
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,CN3363
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,SP0595
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,BG4795
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,WK7411
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,RV6797
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,VJ6313
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,XX1127
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,NG7168
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,TV5656
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,BY7134
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,EZ0537
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,TM1666
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,ZX6116
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,ZK6606
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,TR3520
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,IF8772
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,XU3928
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,MU3824
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,SW7984
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,JH6285
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,FC8148
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,TM7566
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,SD2624
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,GC2418
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,JL5820
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,TE1467
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,KG3090
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,II1942
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,JN9322
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,IN5063
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,WK2247
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,QN9804
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,NX0558
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,GK5900
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,OJ2245
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,ET1942
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,FC2875
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,EB3208
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,IN7105
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,CA6140
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,TP9373
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,MT0331
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,IZ3675
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,FW2017
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,BO9343
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,EH3309
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,AF6420
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,YB5386
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,YE7222
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,MT3856
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,XP6272
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,WZ9381
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,KP4007
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,CU6625
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,SM9562
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,GV3451
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,OF9367
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,XV6710
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,XT3256
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,FZ8487
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,NT4972
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,AE9768
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,RJ5478
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,WY0295
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,KK2213
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,KD4432
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,DI5591
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,VG0186
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,SI0581
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,RZ6013
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,IQ9545
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,WY0539
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,AD5640
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,LU5453
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,PB2336
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,GD7647
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,BC5699
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,IT4065
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,BN3932
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,QI0324
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,UX1216
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,KZ0365
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,TZ9325
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,AB1741
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,VN5460
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,EN9849
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,HD0017
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,BM7626
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,QN1543
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,BA9958
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,ZY3170
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,FO4641
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,QS7024
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,YN3337
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,GM1668
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,IC0535
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,KU4363
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,CW7514
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,MA6934
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,OB7521
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,RO6378
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,DY5791
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,DX5778
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,YK3348
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,AX7377
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,ZZ8013
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,IE4004
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,QA0036
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,BU5610
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,HW3905
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,SS8535
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,WR0541
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,BI8503
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,GV7964
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,GN8343
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,MJ3929
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,AD1772
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,VO5454
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,AD6951
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,UL3768
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,JM4062
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,VL8508
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,OQ0717
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,PC8325
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,VB5916
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,SE6773
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,CQ0076
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,UJ1736
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,BL9000
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,UO4444
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,FX2037
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,JS8906
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,HX1160
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,NC9173
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,CM3588
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,QQ2991
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,NE2458
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,QD9093
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,BG0596
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,OS3214
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,QC5765
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,EX8696
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,ZG8975
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,ZU0569
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,TQ3983
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,EU5778
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,HU8568
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,SF5093
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,VJ4259
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,SB5940
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,LL1879
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,AE4863
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,TD8839
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,AP9281
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,PR2385
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,AZ8053
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,DD6508
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,ES5686
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,SD5525
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,FC3233
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,WV8561
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,VR8081
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,WK8019
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,EP3549
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,IK3758
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,ZF3826
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,FN2761
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,DN0028
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,LW7106
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,CJ5836
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,VX9281
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,EF0441
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,OE3048
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,XJ6607
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,OM0251
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,PM0828
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,YU3621
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,OV5767
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,CC8498
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,UZ6061
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,WB3139
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,EO2407
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,RD6567
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,PW0670
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,SF8948
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,GD8189
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,NU2779
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,WU9153
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,QR6489
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,SO4404
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,QA0136
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,KX8912
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,RJ8471
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,WA2544
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,SB2197
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,GW4174
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,KR0874
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,NJ4992
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,FW8861
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,GA5869
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,PJ9314
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,SF3428
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,KT9629
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,JK0820
GDL,MEX,20.5218,-103.311,19.4363,-99.0721,AA9074
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,PD7238
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,EM0677
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,AK4651
MEX,GDL,19.4363,-99.0721,20.5218,-103.311,JL4779
MEX,CJS,19.4363,-99.0721,31.6361,-106.429,SU7358
MEX,CJS,19.4363,-99.0721,31.6361,-106.429,HY9811
CJS,MEX,31.6361,-106.429,19.4363,-99.0721,IS7346
CJS,MEX,31.6361,-106.429,19.4363,-99.0721,WF1355
MTY,GDL,25.7785,-100.107,20.5218,-103.311,MU8263
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,YH8627
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,FP9041
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,HH0946
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,KJ2682
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,MH4745
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,VN6533
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,AZ3318
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,FN2364
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,SW8654
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,JC4564
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,OC7253
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,CA2777
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,JT0257
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,RM3024
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,CC3668
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,ZP3607
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,US9993
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,RB3081
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,MU0002
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,CU4883
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,EI7279
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,BZ0247
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,FB1032
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,YO5855
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,IN9537
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,DQ9105
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,DY0449
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,ZE9516
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,JF6424
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,JC0060
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,VU3485
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,HG0779
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,RJ8271
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,FX5878
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,LB4362
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,XV9731
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,BH4617
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,FS4901
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,ES1577
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,RO4784
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,VD2415
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,WL0823
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,YM3174
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,HG7918
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,NY7173
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,UA2660
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,GA5038
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,UF2719
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,LF9076
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,KT7320
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,BR0980
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,ZE9496
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,NY1323
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,YL4936
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,JJ2314
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,TS9167
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,CZ1910
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,QI0936
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,NA5023
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,ED3716
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,EU3470
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,PF9844
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,PM4136
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,TW0094
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,PC3301
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,VV1827
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,ID2681
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,DU6380
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,EY6128
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,DX6549
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,AD3405
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,RZ7964
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,PQ6335
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,FY4798
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,SM3283
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,CP2081
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,XH4789
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,WY1514
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,BC8698
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,UK2525
TIJ,MEX,32.5411,-116.97,19.4363,-99.0721,MC3012
MEX,TIJ,19.4363,-99.0721,32.5411,-116.97,AS8001
TIJ,MEX,32.5411,-116.97,19.4363,-99.0721,CP5202
MEX,TIJ,19.4363,-99.0721,32.5411,-116.97,RM2381
MEX,HMO,19.4363,-99.0721,29.0959,-111.048,PI3453
HMO,MEX,29.0959,-111.048,19.4363,-99.0721,CT7370
MEX,CME,19.4363,-99.0721,18.6537,-91.799,NC5975
MEX,CME,19.4363,-99.0721,18.6537,-91.799,JY1528
CME,MEX,18.6537,-91.799,19.4363,-99.0721,HP0543
CME,MEX,18.6537,-91.799,19.4363,-99.0721,AG5999
MEX,MID,19.4363,-99.0721,20.937,-89.6577,YB7557
MEX,MID,19.4363,-99.0721,20.937,-89.6577,DK0521
MID,MEX,20.937,-89.6577,19.4363,-99.0721,NL0119
MEX,MID,19.4363,-99.0721,20.937,-89.6577,HO4644
MID,MEX,20.937,-89.6577,19.4363,-99.0721,VH7373
MEX,CTM,19.4363,-99.0721,18.5047,-88.3268,JV1831
MEX,CTM,19.4363,-99.0721,18.5047,-88.3268,XX7520
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721,PA3484
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721,JR4095
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721,JI0680
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721,GD4901
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721,LI3325
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721,SZ2887
MEX,CTM,19.4363,-99.0721,18.5047,-88.3268,ET6640
MEX,CTM,19.4363,-99.0721,18.5047,-88.3268,QW6805
MEX,CTM,19.4363,-99.0721,18.5047,-88.3268,EX1855
MEX,CTM,19.4363,-99.0721,18.5047,-88.3268,CL8359
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721,WA5605
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721,TU7260
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,XS8116
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,TS3085
MEX,VER,19.4363,-99.0721,19.1459,-96.1873,RL3486
MEX,VER,19.4363,-99.0721,19.1459,-96.1873,QI6854
MEX,VER,19.4363,-99.0721,19.1459,-96.1873,PP8267
MEX,VER,19.4363,-99.0721,19.1459,-96.1873,SM0394
MEX,VER,19.4363,-99.0721,19.1459,-96.1873,GU6419
MEX,VER,19.4363,-99.0721,19.1459,-96.1873,IZ8619
MEX,VER,19.4363,-99.0721,19.1459,-96.1873,CY1581
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,PJ0000
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,JE1365
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,PG2747
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,QQ4503
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,PE2058
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,HW8267
